dlga_dplmc_spouse_move_residence_select_ask:dplmc_spouse_move_residence_select|Куда Вы хотите переместить двор?
dlga_dplmc_spouse_move_residence_select:dplmc_spouse_move_residence_ask_confirm|{s6}.
dlga_dplmc_spouse_move_residence_select:spouse_pretalk|Я изменил свое мнение.
dlga_dplmc_spouse_move_residence_ask_confirm:dplmc_spouse_move_residence_confirm|Вы уверены, что хотите переместить двор в {s6}?
dlga_dplmc_spouse_move_residence_confirm:dplmc_spouse_move_residence_moved|Да, и желательно побыстрей.
dlga_dplmc_spouse_move_residence_confirm:spouse_pretalk|Нет.
dlga_dplmc_spouse_move_residence_moved:spouse_pretalk|Как пожелаете, я перемещу двор в {s6}.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary|Угрожайте им войной и посмотрите, что Вы сможете вытребовать у них.
dlga_event_triggered:dplmc_companion_threaten_request_response|Хорошо, {s21}, наконец-то нашел Вас. Я вернулся после своей миссии к {s31}.
dlga_dplmc_companion_threaten_request_response:companion_rejoin_response|Они заплатили {s21} динар и ожидают, что Вы оставите их в покое. Я договорился о перемирии в 40 дней.
dlga_dplmc_companion_threaten_request_response:companion_rejoin_response.1|Они объявили нам войну!
dlga_dplmc_companion_threaten_request_response:companion_rejoin_response.2|Они не желают уступать перед Вашими угрозами.
dlga_minister_diplomatic_initiative_type_select:dplmc_minister_gift_type|Я хочу послать дар.
dlga_dplmc_minister_gift_type:dplmc_minister_gift_type_select|Мы можем послать им несколько превосходных лошадей от лучшего коневода в нашем королевстве, или можем передать феодальное владение.
dlga_dplmc_minister_gift_type:dplmc_minister_gift_type_select.1|В настоящее время мы можем лишь передать феодальное владение, так как у нас нет камергера.
dlga_dplmc_minister_gift_type_select:minister_diplomatic_emissary|Послать лошадей на 3000 динар.
dlga_dplmc_minister_gift_type_select:minister_diplomatic_emissary.1|Послать лошадей на 6000 динар.
dlga_dplmc_minister_gift_type_select:dplmc_minister_gift_fief|Передать феод.
dlga_dplmc_minister_gift_type_select:minister_pretalk|Неважно.
dlga_dplmc_minister_gift_fief:dplmc_minister_gift_fief_select|Какой именно феод Вы бы хотели подарить?
dlga_dplmc_minister_gift_fief_select:minister_diplomatic_emissary|{s1}
dlga_minister_emissary_dispatch:minister_diplomatic_dispatch_confirm|Очень хорошо, я отправлю {s11} для {s12} в {s14}.
dlga_event_triggered:companion_rejoin_response|Хорошо, {s21}, наконец-то нашел Вас. Я вернулся со своего задания из {s31}. Они были приятно удивлены.
dlga_minister_talk:dplmc_minister_exchange_prisoner_ask|Я желаю обменять пленных.
dlga_dplmc_minister_exchange_prisoner_ask:dplmc_minister_exchange_prisoner_select|Кого из пленников Вы бы хотели обменять?
dlga_dplmc_minister_exchange_prisoner_ask:minister_pretalk|К сожалению, некого послать прямо сейчас.
dlga_dplmc_minister_exchange_prisoner_select:dplmc_minister_exchange_prisoner_lord_ask|{s10} {s11}
dlga_dplmc_minister_exchange_prisoner_select:minister_pretalk|Никого.
dlga_dplmc_minister_exchange_prisoner_lord_ask:dplmc_minister_exchange_prisoner_lord_select|Кого из наших лордов Вы хотели бы освободить?
dlga_dplmc_minister_exchange_prisoner_lord_select:dplmc_minister_prisoner_emissary|{s10}.
dlga_dplmc_minister_exchange_prisoner_lord_select:minister_pretalk|Никто.
dlga_dplmc_minister_prisoner_emissary:minister_emissary_select|Кто будет вести переговоры об обмене?
dlga_event_triggered:dplmc_companion_prisoner_exchange_confirm|Хорошо, {s21}, наконец-то нашел Вас. Они согласились обменять {s32} на {s33}. {s33} сопровождал меня назад сюда. Вы хотите отпустить {s32}?
dlga_dplmc_companion_prisoner_exchange_confirm:companion_rejoin_response|Да, освободите его.
dlga_dplmc_companion_prisoner_exchange_confirm:companion_rejoin_response.1|Нет, не освобождайте его.
dlga_event_triggered:companion_rejoin_response.1|Хорошо, {s21}, наконец-то нашел Вас. Они не согласились обменять {s32} на {s33}.
dlga_minister_talk:dplmc_minister_persuasion_fief_ask|Я хочу убедить лорда присоединиться к нашему государству.
dlga_dplmc_minister_persuasion_fief_ask:dplmc_minister_persuasion_fief|Наш эмиссар не может уйти с пустыми руками,  мы должны предложить лорду земли во владение. Какие владения Вы хотите предложить? 
dlga_dplmc_minister_persuasion_fief_ask:minister_pretalk|К сожалению, я ничего не могу дать прямо сейчас.
dlga_dplmc_minister_persuasion_fief:dplmc_minister_persuade_lord_faction_ask|{s11}
dlga_dplmc_minister_persuasion_fief:minister_pretalk|Неважно -- я могу предложить нечто другое.
dlga_dplmc_minister_persuade_lord_faction_ask:dplmc_minister_persuade_lord_faction|Где живет лорд, которого Вы хотите убедить присоединиться?
dlga_dplmc_minister_persuade_lord_faction:dplmc_minister_persuade_lord_ask|{s11}
dlga_dplmc_minister_persuade_lord_faction:minister_pretalk|Нигде.
dlga_dplmc_minister_persuade_lord_ask:dplmc_minister_persuade_lord|Кого мы должны убедить?
dlga_dplmc_minister_persuade_lord:dplmc_minister_persuasion_emissary|{s11}
dlga_dplmc_minister_persuade_lord:minister_pretalk|Да я как-то еще не придумал.
dlga_dplmc_minister_persuasion_emissary:minister_emissary_select|кого я должен послать с этим поручением? Выберите того, кто владеет даром убеждения!
dlga_minister_emissary_dispatch:minister_diplomatic_dispatch_confirm.1|Очень хорошо -- {s11} отправится в {s12} чтобы убедить... Этого лорда зовут {s13}? Простите мою забывчивость, мой лорд. Итак, убедить его присоединиться к нам и предложить ему {s14}.
dlga_event_triggered:companion_rejoin_response.2|Хорошо, {s21}, наконец-то нашел Вас. Я вернулся со своего задания по убеждению из {s30}. {s14} не хочет присоединиться к вам. Он сказал: {s40}
dlga_event_triggered:companion_rejoin_response.3|Хорошо, {s21}, наконец-то нашел Вас. Я вернулся со своего задания по убеждению из {s31}. {s14} согласился присоединиться к вам.
dlga_minister_talk:dplmc_minister_spy_kingdoms|Я хочу наблюдать за другим королевством.
dlga_dplmc_minister_spy_kingdoms:dplmc_minister_spy_kingdoms_select|Куда именно?
dlga_dplmc_minister_spy_kingdoms:minister_pretalk|К несчастью, некого послать сейчас.
dlga_dplmc_minister_spy_kingdoms_select:dplmc_minister_spy_emissary|{s11}{s14}
dlga_dplmc_minister_spy_emissary:minister_emissary_select|Кто должен быть Вашим шпионом? Вы должны выбрать того, кому Вы доверяете - и у кого есть навыки в обнаружении!
dlga_event_triggered:dplmc_companion_spy_request_select_center|Хорошо, {s21}, наконец-то нашел Вас. Я вернулся со своего задания по разведке до {s31}. О каком местоположении Вы хотели бы получить информацию?
dlga_event_triggered:close_window.1|Мой господин. Я вернулся со своего задания по разведке до {s31}. Простите, но нас застали врасплох, и они получили {s11}. Я едва смог сбежать.
dlga_dplmc_companion_spy_request_select_center:dplmc_companion_spy_request_center_selected|{s60}
dlga_dplmc_companion_spy_request_center_selected:dplmc_companion_spy_request_select_newcenter|{s4} {s3} и есть войска рядом в количестве: {s31}.
dlga_dplmc_companion_spy_request_select_newcenter:dplmc_companion_spy_request_select_center|Вам нужна еще информация?
dlga_dplmc_companion_spy_request_select_center:companion_rejoin_response|Неважно.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.1|Скажите {s10}, что я хочу создать с ним альянс.
dlga_event_triggered:dplmc_companion_alliance_request_response|О, {s21}, наконец-то нашел Вас. Моя миссия в {s31} завершена.
dlga_dplmc_companion_alliance_request_response:dplmc_companion_alliance_confirm|{s4} создает альянс с Вами.
dlga_dplmc_companion_alliance_confirm:companion_rejoin_response|Очень хорошо - давайте создадим альянс с {s4}.
dlga_dplmc_companion_alliance_confirm:companion_rejoin_response.1|С другой стороны, это не в наших интересах.
dlga_dplmc_companion_alliance_request_response:companion_rejoin_response|{s4} не желает создавать альянс с Вами.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.2|Скажите {s10}, что я хочу заключить с ним оборонительный пакт.
dlga_event_triggered:dplmc_companion_defensive_request_response|Хорошо, {s21}, помнится, я оставил Вас. Я вернулся с моей миссии в {s31}. 
dlga_dplmc_companion_defensive_request_response:dplmc_companion_defensive_confirm|{s4} желает заключить оборонительный пакт с Вами.
dlga_dplmc_companion_defensive_confirm:companion_rejoin_response|Очень хорошо - пусть оборонительный договор с {s4} будет заключен.
