1268
qstr_Next_Page Next_Page
qstr_Friend_count:_{reg0} Friend_count:_{reg0}
qstr_Enemy_count:_{reg0} Enemy_count:_{reg0}
qstr_{s6}^{reg0}_{s0} {s6}^{reg0}_{s0}
qstr_Try_taking_back_some Try_taking_back_some_of_those_bonus_skill_points_before_trying_to_reduce_INT
qstr_Try_taking_back_some_ Try_taking_back_some_of_those_bonus_proficiency_points_before_trying_to_reduce_AGI
qstr_Try_taking_back_some_o Try_taking_back_some_of_those_bonus_proficiency_points_before_trying_to_reduce_Weapon_Master
qstr_Riding_skill Riding_skill
qstr_Shield_skill Shield_skill
qstr_Power_Draw Power_Draw
qstr_Power_Throw Power_Throw
qstr_Strength Strength
qstr__/_2 _/_2
qstr_{s0}_Troop_Tree {s0}_Troop_Tree
qstr_Customise Customise
qstr_Finalise Finalise
qstr_Select_a_troop Select_a_troop
qstr_{s1}_has_no_room_lef {s1}_has_no_room_left_in_inventory
qstr_{reg1}_{s0}_is_requi {reg1}_{s0}_is_required_to_equip_{s2},_{s1}_has_{reg0}
qstr_{s0}s {s0}s
qstr_Changes_saved Changes_saved
qstr_Changes_discarded Changes_discarded
qstr_Right_click_to_remov Right-click_to_remove
qstr_Select_an_item_type: Select_an_item_type:
qstr_Remaining_funds: Remaining_funds:
qstr_Level_{reg0} Level_{reg0}
qstr_Reset Reset
qstr_Horses Horses
qstr_One_Handed_Weapons One_Handed_Weapons
qstr_Two_Handed_Weapons Two_Handed_Weapons
qstr_Polearms Polearms
qstr_Arrows Arrows
qstr_Bolts Bolts
qstr_Shields Shields
qstr_Bows Bows
qstr_Crossbows Crossbows
qstr_Throwing_Weapons Throwing_Weapons
qstr_Caps_and_Helmets Caps_and_Helmets
qstr_Body_Armour Body_Armour
qstr_Boots_and_Greaves Boots_and_Greaves
qstr_Gloves_and_Gauntlets Gloves_and_Gauntlets
qstr_Pistols Pistols
qstr_Bullets Bullets
qstr_Reducing_{s0}_to_{re Reducing_{s0}_to_{reg0}
qstr_Tried_setting_{s0}_m Tried_setting_{s0}_minimum_to_{reg0}_and_maximum_to_{reg1},_which_is_a_bit_fucking_stupid_honestly
qstr_Attribute_points:_{r Attribute_points:_{reg0}
qstr_Proficiency_points:_ Proficiency_points:_{reg0}
qstr_Skill_points:_{reg0} Skill_points:_{reg0}
qstr_Your_father_was_a_sm Your_father_was_a_small_time_mercenary_who_escorted_caravans_for_a_pittance._One_day,_fed_up_with_this_life,_he_struck_out_for_adventure_in_the_war-torn_land_of_Calradia,_leaving_you_and_your_mother_behind._Enough_money_made_it_back_to_get_you_a_good_education_and_a_chance_at_minor_nobility,_but_you_heard_little_from_your_father_and_assumed_him_dead_when_the_money_stopped_coming._It_was_a_shock_then_when_a_man_in_expensive_armour_showed_up_at_your_door_and_announced_himself_a_vassal_of_your_father.^^Apparently_he_had_made_quite_a_name_for_himself_as_a_hunter_of_bandits,_tournament_champion_and_feared_mercenary_leader._Eventually,_he_hired_enough_of_an_army_to_carve_out_his_very_own_kingdom,_hoping_to_unite_the_whole_land_under_his_leadership._He_could_not_afford_to_keep_sending_money_as_everything_was_invested_in_protecting_his_realm_from_enemies_on_all_sides_and_he_was_eventually_struck_down_in_battle_before_he_could_send_for_his_family._With_his_dying_breath_he_ordered_that_his_{reg3?daughter:son}_be_brought_forth_to_continue_his_dynasty._But_that_is_now,_your_life_so_far_was_certainly_not_one_of_royalty...
qstr_Only_you_know_exactly_wha Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_follow_this_strange_man._Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart._You_want_vengeance._You_want_justice._What_was_done_to_your_father_cannot_be_undone,_and_these_debts_can_only_be_paid_in_blood...
qstr_Only_you_know_exactly_what Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_follow_this_strange_man._All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so_painful._Perhaps_your_new_life_will_let_you_forget,_or_honour_the_name_that_you_can_no_longer_bear_to_speak...
qstr_Only_you_know_exactly_what_ Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_follow_this_strange_man._You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of_wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the_freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...
qstr_Only_you_know_exactly_what_c Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_follow_this_strange_man._However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone_now,_and_what_better_opportunity_could_you_have_to_find_a_home_if_this_man_speaks_the_truth?
qstr_Only_you_know_exactly_what_ca Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_follow_this_strange_man._To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain._You_want_to_be_rich,_powerful,_respected,_feared._You_want_to_be_the_one_whom_others_hurry_to_obey._You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken._You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...
qstr_Setting_slot_{reg1}_ Setting_slot_{reg1}_to_{s1}_in_party_{s0}_({reg0})
qstr_Equipping_{s1}__agen Equipping_{s1}_(agent_no_{reg0})_with_{s0}
qstr_Processing_dead_enem Processing_dead_enemy
qstr_Adding_{s0} Adding_{s0}
qstr_Adding_skeleton Adding_skeleton
qstr_Code_injected_succes Code_injected_successfully
qstr_Initiating_exchange_ Initiating_exchange_with_recruitable_undead
qstr_Test Test
qstr_Added_ghouls_and_ske Added_ghouls_and_skeletons_to_party
